collection_name,collection_url,collection_slug,product_name,product_url,slug,description,raw_material,material_name,short_description,design_style,raw_color,color_name,color_group,usage_context,price,thumbnail_url,gallery_urls,crawl_at,error
Dao Ngọc Các,https://xeoxo.com/vn/danh-muc/dao-ngoc-cac/,dao-ngoc-cac,Áo choàng Tràng Ngọc Khê,https://xeoxo.com/vn/san-pham/ao-choang-trang-ngoc-khe/,ao-choang-trang-ngoc-khe,nan,Organza thêu hoạ tiết,Organza,"Chất liệu mỏng nhẹ, hơi trong, có độ phồng tự nhiên, thường tạo cảm giác thanh thoát và trang trọng.",Áo choàng suông đuôi dài,Đỏ,Đỏ,Đỏ,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",8250000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/2-2-scaled.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/2-2-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1-2-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/3-2-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/7-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/5.jpg""]",2026-06-27 15:59:30,nan
Dao Ngọc Các,https://xeoxo.com/vn/danh-muc/dao-ngoc-cac/,dao-ngoc-cac,Áo dài Cẩm Dao – Dao Phụng,https://xeoxo.com/vn/san-pham/ao-dai-cam-dao-dao-phung/,ao-dai-cam-dao-dao-phung,nan,Tencel thêu hoạ tiết,Tencel,"Chất liệu mềm mịn, thoáng nhẹ, có độ rũ tự nhiên và mang lại cảm giác dễ chịu khi mặc.",Áo dài ngũ thân,Hồng,Hồng,Hồng,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",9150000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1-3-scaled.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1-3-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/2-4.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/4.png"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/3-4.jpg""]",2026-06-27 15:59:31,nan
Dao Ngọc Các,https://xeoxo.com/vn/danh-muc/dao-ngoc-cac/,dao-ngoc-cac,Áo dài Dao Phụng – Liên Phụng,https://xeoxo.com/vn/san-pham/ao-dai-dao-phung-lien-phung/,ao-dai-dao-phung-lien-phung,nan,Lụa tơ tằm 70%,Tơ tằm 70%,"Chất liệu có thành phần tơ tằm cao, mềm mịn, nhẹ và có độ bóng tự nhiên, phù hợp với sản phẩm cao cấp.",Áo dài ngũ thân,Hồng,Hồng,Hồng,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",6650000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1-8-scaled.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1-8-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/13.jpg""]",2026-06-27 15:59:32,nan
Dao Ngọc Các,https://xeoxo.com/vn/danh-muc/dao-ngoc-cac/,dao-ngoc-cac,Áo dài Hồng Ân – Hồng Duyên,https://xeoxo.com/vn/san-pham/ao-dai-hong-an-hong-duyen-sao-chep/,ao-dai-hong-an-hong-duyen,nan,Organza đính kết thủ công,Organza,"Chất liệu mỏng nhẹ, hơi trong, có độ phồng tự nhiên, thường tạo cảm giác thanh thoát và trang trọng.",Áo dài ngũ thân,Đỏ,Đỏ,Đỏ,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",7850000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1-6-scaled.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1-6-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/12.jpg""]",2026-06-27 15:59:33,nan
Dao Ngọc Các,https://xeoxo.com/vn/danh-muc/dao-ngoc-cac/,dao-ngoc-cac,Áo dài Mộng Đan – Hồng Duyên,https://xeoxo.com/vn/san-pham/ao-dai-mong-dan-hong-duyen/,ao-dai-mong-dan-hong-duyen,nan,Tencel dệt chìm hoạ tiết,Tencel,"Chất liệu mềm mịn, thoáng nhẹ, có độ rũ tự nhiên và mang lại cảm giác dễ chịu khi mặc.",Áo dài ngũ thân,Đỏ,Đỏ,Đỏ,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",8750000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1-5-scaled.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1-5-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1-1.jpg""]",2026-06-27 15:59:35,nan
Dao Ngọc Các,https://xeoxo.com/vn/danh-muc/dao-ngoc-cac/,dao-ngoc-cac,Áo dài Châu Phượng,https://xeoxo.com/vn/san-pham/ao-dai-chau-phuong/,ao-dai-chau-phuong,nan,Organza đính kết thủ công lót lụa tổng hợp,Organza,"Chất liệu mỏng nhẹ, hơi trong, có độ phồng tự nhiên, thường tạo cảm giác thanh thoát và trang trọng.",Áo dài dáng suông 4 tà cúc lệch,Đỏ,Đỏ,Đỏ,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",6550000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1-4-scaled.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1-4-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/8.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/4.jpg""]",2026-06-27 15:59:36,nan
Dao Ngọc Các,https://xeoxo.com/vn/danh-muc/dao-ngoc-cac/,dao-ngoc-cac,Áo dài Ngọc Bảo – Mãn Duyên,https://xeoxo.com/vn/san-pham/ao-dai-ngoc-bao-man-duyen/,ao-dai-ngoc-bao-man-duyen,nan,Lụa tơ tằm 70%,Tơ tằm 70%,"Chất liệu có thành phần tơ tằm cao, mềm mịn, nhẹ và có độ bóng tự nhiên, phù hợp với sản phẩm cao cấp.",Áo dài ngũ thân,Hồng,Hồng,Hồng,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",9550000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1-7-scaled.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/1-7-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/3-5.jpg""]",2026-06-27 15:59:37,nan
Dao Ngọc Các,https://xeoxo.com/vn/danh-muc/dao-ngoc-cac/,dao-ngoc-cac,Áo dài Mộc Cẩn – Diêu Hà,https://xeoxo.com/vn/san-pham/ao-dai-moc-can-dieu-ha/,ao-dai-moc-can-dieu-ha,nan,Organza thêu họa tiết,Organza,"Chất liệu mỏng nhẹ, hơi trong, có độ phồng tự nhiên, thường tạo cảm giác thanh thoát và trang trọng.",Áo dài dáng suông cúc lệch,Trắng,Trắng,Trắng,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",12750000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/2-3-scaled.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/2-3-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/3-3.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/7-2.jpg""]",2026-06-27 15:59:38,nan
Dao Ngọc Các,https://xeoxo.com/vn/danh-muc/dao-ngoc-cac/,dao-ngoc-cac,Áo dài Chu Phong,https://xeoxo.com/vn/san-pham/ao-dai-chu-phong/,ao-dai-chu-phong,nan,Lớp ngoài: Organza dệt chìm hoạ tiết Lớp trong: Lụa tổng hợp,Organza và Lụa tổng hợp,"Sự kết hợp giữa lớp Organza nhẹ, trong và lớp lụa tổng hợp mềm mại, giúp sản phẩm vừa có độ bay vừa dễ mặc.",Áo dài dáng suông cúc lệch,Đỏ,Đỏ,Đỏ,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",2850000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/6000021-scaled.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/6000021-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/100001-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/6000011-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/100002-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/100003-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/100004-18.10.50-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/100005-scaled.jpg""]",2026-06-27 15:59:39,nan
Dao Ngọc Các,https://xeoxo.com/vn/danh-muc/dao-ngoc-cac/,dao-ngoc-cac,Áo dài Thiên Hà,https://xeoxo.com/vn/san-pham/ao-dai-thien-ha/,ao-dai-thien-ha,nan,Lớp ngoài: Organza dệt chìm hoạ tiết Lớp trong: Lụa tổng hợp,Organza và Lụa tổng hợp,"Sự kết hợp giữa lớp Organza nhẹ, trong và lớp lụa tổng hợp mềm mại, giúp sản phẩm vừa có độ bay vừa dễ mặc.",Áo dài dáng suông cúc lệch,Kem,Kem,Kem,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",2850000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/600002-scaled.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/600002-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/600001-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/600003-scaled.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/600004-scaled.jpg""]",2026-06-27 15:59:40,nan
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Đầm Lưu Quỳnh,https://xeoxo.com/vn/san-pham/dam-luu-quynh/,dam-luu-quynh,nan,Organza dệt chìm hoạ tiết lót lụa tổng hợp,Organza,"Chất liệu mỏng nhẹ, hơi trong, có độ phồng tự nhiên, thường tạo cảm giác thanh thoát và trang trọng.",nan,nan,,,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại",1650000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00710.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00710.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00769.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00759.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00763.jpg""]",2026-06-27 15:59:41,nan
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Đầm Lưu Châu,https://xeoxo.com/vn/san-pham/dam-luu-chau/,dam-luu-chau,nan,Organza dệt chìm hoạ tiết lót lụa tổng hợp,Organza,"Chất liệu mỏng nhẹ, hơi trong, có độ phồng tự nhiên, thường tạo cảm giác thanh thoát và trang trọng.",nan,nan,,,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại",1650000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03440.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03440.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03468.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03484.jpg""]",2026-06-27 15:59:43,nan
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Đầm Phù Ân,https://xeoxo.com/vn/san-pham/dam-phu-an/,dam-phu-an,nan,Organza đính kết họa tiết,Organza,"Chất liệu mỏng nhẹ, hơi trong, có độ phồng tự nhiên, thường tạo cảm giác thanh thoát và trang trọng.",nan,nan,,,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại",2950000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00494.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00494.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00478.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00483.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00522.jpg""]",2026-06-27 15:59:44,nan
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Đầm Ngọc Tiêu,https://xeoxo.com/vn/san-pham/dam-ngoc-tieu/,dam-ngoc-tieu,nan,Lụa tổng hợp,Lụa tổng hợp,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.",nan,nan,,,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại",1450000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03637.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03637.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03696.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03701.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03712.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03740.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03764.jpg""]",2026-06-27 15:59:45,nan
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Đầm Nhã Quy,https://xeoxo.com/vn/san-pham/dam-nha-quy/,dam-nha-quy,nan,"Lớp ngoài là organza, lớp lót là lụa tổng hợp",Organza và Lụa tổng hợp,"Sự kết hợp giữa lớp Organza nhẹ, trong và lớp lụa tổng hợp mềm mại, giúp sản phẩm vừa có độ bay vừa dễ mặc.",nan,nan,,,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại",1650000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00532.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00532.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00617.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00632.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00639.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00683.jpg""]",2026-06-27 15:59:46,nan
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Quần Đan Châu,https://xeoxo.com/vn/san-pham/quan-dan-chau/,quan-dan-chau,nan,Lụa tổng hợp dệt chìm hoạ tiết,Lụa tổng hợp,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.",nan,nan,,,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại",1350000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05255-copy.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05255-copy.jpg""]",2026-06-27 15:59:48,nan
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Quần Đan Vân,https://xeoxo.com/vn/san-pham/quan-dan-van/,quan-dan-van,nan,Lụa tổng hợp dệt chìm hoạ tiết,Lụa tổng hợp,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.",nan,nan,,,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại",1350000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03874.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03874.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03878.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03813.jpg""]",2026-06-27 15:59:49,nan
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Quần Đan Cẩn,https://xeoxo.com/vn/san-pham/quan-dan-can/,quan-dan-can,nan,Lụa tổng hợp dệt chìm hoạ tiết,Lụa tổng hợp,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.",nan,nan,,,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại",1350000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03924.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03924.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03813.jpg""]",2026-06-27 15:59:50,nan
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Áo Bách Đơn,https://xeoxo.com/vn/san-pham/ao-bach-don/,ao-bach-don,nan,Lụa tổng hợp dệt chìm hoạ tiết,Lụa tổng hợp,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.",nan,nan,,,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",850000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03884.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03884.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03874.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03878.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03902.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03813.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03826.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03848.jpg""]",2026-06-27 15:59:51,nan
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Áo Hồng Đơn,https://xeoxo.com/vn/san-pham/ao-hong-don/,ao-hong-don,nan,Lụa tổng hợp dệt chìm hoạ tiết,Lụa tổng hợp,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.",nan,nan,,,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",850000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05289-copy.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05289-copy.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05255-copy.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05309-copy.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC05319-copy.jpg""]",2026-06-27 15:59:53,nan
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Áo Khuê Đơn,https://xeoxo.com/vn/san-pham/ao-khue-don/,ao-khue-don,nan,Lụa tổng hợp dệt chìm hoạ tiết,Lụa tổng hợp,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.",nan,nan,,,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",850000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03968.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03968.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03924.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03993.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03848.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03826.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03813.jpg""]",2026-06-27 15:59:54,nan
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Đầm Phương Thanh,https://xeoxo.com/vn/san-pham/dam-phuong-thanh/,dam-phuong-thanh,nan,Lụa tổng hợp dệt họa tiết,Lụa tổng hợp,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.",nan,nan,,,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại",1650000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03584.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03584.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03531.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03537.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC03627.jpg""]",2026-06-27 15:59:55,nan
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Đầm Chi Huỳnh,https://xeoxo.com/vn/san-pham/dam-chi-huynh/,dam-chi-huynh,nan,Tencel dệt chìm hoạ tiết lót lụa tổng hợp,Tencel,"Chất liệu mềm mịn, thoáng nhẹ, có độ rũ tự nhiên và mang lại cảm giác dễ chịu khi mặc.",nan,nan,,,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại",1650000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00294.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00294.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00353.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00349.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00355.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00364.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00233.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00277.jpg""]",2026-06-27 15:59:56,nan
Quý Chi,https://xeoxo.com/vn/danh-muc/quy-chi/,quy-chi,Đầm Chi Mạn,https://xeoxo.com/vn/san-pham/dam-chi-man/,dam-chi-man,nan,Tencel dệt chìm hoạ tiết lót lụa tổng hợp,Tencel,"Chất liệu mềm mịn, thoáng nhẹ, có độ rũ tự nhiên và mang lại cảm giác dễ chịu khi mặc.",nan,nan,,,"Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại",1650000,https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00378.jpg,"[""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00378.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00436.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00448.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00459.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00233.jpg"", ""https://xeoxo.com/vn/wp-content/uploads/sites/2/2026/06/DSC00277.jpg""]",2026-06-27 15:59:57,nan
