collection_name,color_name,line_name,description,material_name,design_style,features,usage_context,status,is_featured
Hạ Khuê,Tím,Đầm Lưu Mây,"Đầm Lưu Mây mang vẻ nữ tính với gam tím, phom và cảm giác thanh lịch, tinh tế và dễ tạo thiện cảm.",Organza,Dáng suông thanh lịch,"Chất liệu Organza nhẹ, trong và có độ phồng tự nhiên, giúp trang phục giữ được vẻ bay bổng nhưng vẫn thanh lịch.","Có thể sử dụng trong các buổi gặp gỡ cuối tuần, tiệc thân mật hoặc những không gian cần sự nhẹ nhàng nhưng vẫn nổi bật.",ACTIVE,false
Hạ Khuê,Cam,Đầm Lạc Hạ,"Thiết kế Đầm Lạc Hạ tạo ấn tượng nhẹ nhàng nhờ gam cam, dáng và đường nét mềm mại.",Lụa tổng hợp,Dáng hiện đại dễ phối,"Bề mặt lụa mịn, nhẹ và có độ bóng vừa phải, giúp thiết kế giữ được vẻ sang trọng mà không quá cầu kỳ.","Thích hợp cho những ngày muốn diện trang phục mềm mại, thanh lịch và có điểm nhấn riêng mà không quá cầu kỳ.",ACTIVE,false
Hạ Khuê,Tím,Đầm Miểu Vi,"Thiết kế Đầm Miểu Vi tạo ấn tượng nhẹ nhàng nhờ gam tím, dáng đầm 2 dây dáng suông cách điệu và đường nét mềm mại.",Lụa tổng hợp,Đầm 2 dây dáng suông cách điệu,"Chất liệu lụa mềm và rũ nhẹ giúp trang phục chuyển động uyển chuyển, đồng thời tạo cảm giác dễ chịu khi mặc lâu.","Thích hợp cho những ngày muốn diện trang phục mềm mại, thanh lịch và có điểm nhấn riêng mà không quá cầu kỳ.",ACTIVE,false
Hạ Khuê,Xanh lá,Đầm Thanh Tiêu,"Thiết kế Đầm Thanh Tiêu tạo ấn tượng nhẹ nhàng nhờ gam xanh lá, dáng và đường nét mềm mại.",Vải tổng hợp,Phom mềm rũ nhẹ,"Chất liệu được chọn để giữ phom ổn định, tạo cảm giác dễ mặc và giúp tổng thể trang phục luôn chỉn chu.","Thích hợp cho những ngày muốn diện trang phục mềm mại, thanh lịch và có điểm nhấn riêng mà không quá cầu kỳ.",ACTIVE,false
Hạ Khuê,Đỏ,Đầm Thii Châu,"Đầm Thii Châu mang vẻ nữ tính với sắc đỏ nổi bật, phom đầm 2 dây dáng suông maxi và cảm giác thanh lịch, tinh tế và dễ tạo thiện cảm.",Lụa tổng hợp,Đầm 2 dây dáng suông maxi,"Bề mặt lụa mịn, nhẹ và có độ bóng vừa phải, giúp thiết kế giữ được vẻ sang trọng mà không quá cầu kỳ.","Có thể sử dụng trong các buổi gặp gỡ cuối tuần, tiệc thân mật hoặc những không gian cần sự nhẹ nhàng nhưng vẫn nổi bật.",ACTIVE,false
Hạ Khuê,Xanh oliu,Đầm Thii Huỳnh,"Đầm Thii Huỳnh mang vẻ nữ tính với gam xanh oliu, phom đầm 2 dây dáng suông maxi và cảm giác sang trọng vừa đủ, phù hợp với tinh thần thời trang hiện đại.",Lụa tổng hợp,Đầm 2 dây dáng suông maxi,"Lụa tạo cảm giác mềm mại trên da, hỗ trợ phom dáng rơi tự nhiên và dễ phối trong nhiều hoàn cảnh.","Có thể sử dụng trong các buổi gặp gỡ cuối tuần, tiệc thân mật hoặc những không gian cần sự nhẹ nhàng nhưng vẫn nổi bật.",ACTIVE,false
Hạ Khuê,Hồng đỗ,Đầm Thii Hồng,"Thiết kế Đầm Thii Hồng tạo ấn tượng nhẹ nhàng nhờ gam hồng đỗ, dáng đầm 2 dây dáng suông maxi và đường nét mềm mại.",Lụa tổng hợp,Đầm 2 dây dáng suông maxi,"Chất liệu lụa mềm và rũ nhẹ giúp trang phục chuyển động uyển chuyển, đồng thời tạo cảm giác dễ chịu khi mặc lâu.","Phù hợp cho dạo phố, hẹn hò, tiệc nhẹ, chụp ảnh hoặc những dịp cần vẻ ngoài nữ tính và tinh tế.",ACTIVE,false
Hạ Khuê,Vàng nhạt,Đầm Thii Liên,"Đầm Thii Liên mang vẻ nữ tính với gam vàng nhạt, phom đầm 2 dây dáng suông maxi và cảm giác dịu dàng, trong trẻo và nữ tính.",Lụa tổng hợp,Đầm 2 dây dáng suông maxi,"Lụa tạo cảm giác mềm mại trên da, hỗ trợ phom dáng rơi tự nhiên và dễ phối trong nhiều hoàn cảnh.","Thích hợp cho những ngày muốn diện trang phục mềm mại, thanh lịch và có điểm nhấn riêng mà không quá cầu kỳ.",ACTIVE,false
Hạ Khuê,Tím nhạt,Đầm Thii Mây,"Đầm Thii Mây mang vẻ nữ tính với gam tím nhạt, phom đầm 2 dây dáng suông maxi và cảm giác nhẹ nhàng, trang nhã và có nét cuốn hút riêng.",Lụa tổng hợp,Đầm 2 dây dáng suông maxi,"Bề mặt lụa mịn, nhẹ và có độ bóng vừa phải, giúp thiết kế giữ được vẻ sang trọng mà không quá cầu kỳ.","Có thể sử dụng trong các buổi gặp gỡ cuối tuần, tiệc thân mật hoặc những không gian cần sự nhẹ nhàng nhưng vẫn nổi bật.",ACTIVE,false
Hạ Khuê,Tím,Đầm Thii Mộng,"Đầm Thii Mộng mang vẻ nữ tính với gam tím, phom đầm 2 dây dáng suông maxi và cảm giác thanh lịch, tinh tế và dễ tạo thiện cảm.",Lụa tổng hợp,Đầm 2 dây dáng suông maxi,"Bề mặt lụa mịn, nhẹ và có độ bóng vừa phải, giúp thiết kế giữ được vẻ sang trọng mà không quá cầu kỳ.","Thích hợp cho những ngày muốn diện trang phục mềm mại, thanh lịch và có điểm nhấn riêng mà không quá cầu kỳ.",ACTIVE,false
Hạ Khuê,Xanh lam,Đầm Thii Ngọc,"Đầm Thii Ngọc mang vẻ nữ tính với gam xanh lam, phom đầm 2 dây dáng suông maxi và cảm giác thanh khiết, trang nhã và cao cấp.",Lụa tổng hợp,Đầm 2 dây dáng suông maxi,"Lụa tạo cảm giác mềm mại trên da, hỗ trợ phom dáng rơi tự nhiên và dễ phối trong nhiều hoàn cảnh.","Phù hợp cho dạo phố, hẹn hò, tiệc nhẹ, chụp ảnh hoặc những dịp cần vẻ ngoài nữ tính và tinh tế.",ACTIVE,false
Hạ Khuê,Hồng cam,Đầm Thii Nhạn,"Đầm Thii Nhạn mang vẻ nữ tính với sắc hồng cam tươi tắn, phom đầm 2 dây dáng suông maxi và cảm giác nhẹ nhàng, trang nhã và có nét cuốn hút riêng.",Lụa tổng hợp,Đầm 2 dây dáng suông maxi,"Bề mặt lụa mịn, nhẹ và có độ bóng vừa phải, giúp thiết kế giữ được vẻ sang trọng mà không quá cầu kỳ.","Có thể sử dụng trong các buổi gặp gỡ cuối tuần, tiệc thân mật hoặc những không gian cần sự nhẹ nhàng nhưng vẫn nổi bật.",ACTIVE,false
Hạ Khuê,Hồng đậm,Đầm Thii Đan,"Thiết kế Đầm Thii Đan tạo ấn tượng nhẹ nhàng nhờ sắc hồng đậm duyên dáng, dáng đầm 2 dây dáng suông maxi và đường nét mềm mại.",Lụa tổng hợp,Đầm 2 dây dáng suông maxi,"Bề mặt lụa mịn, nhẹ và có độ bóng vừa phải, giúp thiết kế giữ được vẻ sang trọng mà không quá cầu kỳ.","Có thể sử dụng trong các buổi gặp gỡ cuối tuần, tiệc thân mật hoặc những không gian cần sự nhẹ nhàng nhưng vẫn nổi bật.",ACTIVE,false
Kỳ Sa,Hồng,Áo dài Chi Nhạn,"Lấy cảm hứng từ tinh thần Kỳ Sa, Áo dài Chi Nhạn mang sắc hồng dịu, phom suông tay loe dài và nét đẹp thanh lịch, tinh tế và dễ tạo thiện cảm.",Vải tổng hợp,Suông tay loe dài,"Bề mặt vải mềm vừa phải, dễ vận động và phù hợp với thiết kế có tính ứng dụng trong nhiều dịp khác nhau. Phần tay loe tạo độ mềm và giúp chuyển động của trang phục thêm uyển chuyển.","Phù hợp cho dịp lễ, Tết, chụp ảnh nghệ thuật, sự kiện văn hóa hoặc những buổi gặp gỡ cần vẻ ngoài trang trọng.",ACTIVE,false
Kỳ Sa,Trắng,Áo dài Cẩm Tuyền,"Áo dài Cẩm Tuyền thuộc bộ sưu tập Kỳ Sa, nổi bật với cùng phom suông tay loe dài, gợi vẻ sang trọng vừa đủ, phù hợp với tinh thần thời trang hiện đại.",Vải tổng hợp,Suông tay loe dài,"Chất liệu được chọn để giữ phom ổn định, tạo cảm giác dễ mặc và giúp tổng thể trang phục luôn chỉn chu. Phần tay loe tạo độ mềm và giúp chuyển động của trang phục thêm uyển chuyển.","Thích hợp khi tham dự sự kiện, chụp lookbook, đi lễ đầu năm hoặc các buổi tiệc cần phong thái thanh lịch và duyên dáng.",ACTIVE,false
Kỳ Sa,Xanh lục,Áo dài Diên Kim,"Lấy cảm hứng từ tinh thần Kỳ Sa, Áo dài Diên Kim mang , phom suông tay loe dài và nét đẹp rực rỡ, sang trọng và có điểm nhấn ánh sắc.",Vải tổng hợp,Suông tay loe dài,"Chất liệu được chọn để giữ phom ổn định, tạo cảm giác dễ mặc và giúp tổng thể trang phục luôn chỉn chu. Phần tay loe tạo độ mềm và giúp chuyển động của trang phục thêm uyển chuyển.","Phù hợp cho dịp lễ, Tết, chụp ảnh nghệ thuật, sự kiện văn hóa hoặc những buổi gặp gỡ cần vẻ ngoài trang trọng.",ACTIVE,false
Kỳ Sa,Xanh lá,Áo dài Huỳnh Dao,"Lấy cảm hứng từ tinh thần Kỳ Sa, Áo dài Huỳnh Dao mang , phom suông tay loe dài và nét đẹp sắc nét, duyên dáng và có chiều sâu văn hóa.",Vải tổng hợp,Suông tay loe dài,"Bề mặt vải mềm vừa phải, dễ vận động và phù hợp với thiết kế có tính ứng dụng trong nhiều dịp khác nhau. Phần tay loe tạo độ mềm và giúp chuyển động của trang phục thêm uyển chuyển.","Phù hợp cho dịp lễ, Tết, chụp ảnh nghệ thuật, sự kiện văn hóa hoặc những buổi gặp gỡ cần vẻ ngoài trang trọng.",ACTIVE,false
Kỳ Sa,Vàng nâu,Áo dài Kim Ánh,"Lấy cảm hứng từ tinh thần Kỳ Sa, Áo dài Kim Ánh mang , phom suông tay loe dài và nét đẹp rực rỡ, sang trọng và có điểm nhấn ánh sắc.",Vải tổng hợp,Suông tay loe dài,"Bề mặt vải mềm vừa phải, dễ vận động và phù hợp với thiết kế có tính ứng dụng trong nhiều dịp khác nhau. Phần tay loe tạo độ mềm và giúp chuyển động của trang phục thêm uyển chuyển.","Thích hợp khi tham dự sự kiện, chụp lookbook, đi lễ đầu năm hoặc các buổi tiệc cần phong thái thanh lịch và duyên dáng.",ACTIVE,false
Kỳ Sa,Đen,Áo dài Lưu Ngọc,"Áo dài Lưu Ngọc thuộc bộ sưu tập Kỳ Sa, nổi bật với cùng phom suông tay loe dài, gợi vẻ thanh khiết, trang nhã và cao cấp.",Vải tổng hợp,Suông tay loe dài,"Chất liệu được chọn để giữ phom ổn định, tạo cảm giác dễ mặc và giúp tổng thể trang phục luôn chỉn chu. Phần tay loe tạo độ mềm và giúp chuyển động của trang phục thêm uyển chuyển.","Thích hợp khi tham dự sự kiện, chụp lookbook, đi lễ đầu năm hoặc các buổi tiệc cần phong thái thanh lịch và duyên dáng.",ACTIVE,false
Kỳ Sa,Hồng tím,Áo dài Mai Chiêu,"Áo dài Mai Chiêu là thiết kế áo dài với dáng suông tay loe dài, cân bằng giữa vẻ truyền thống và cảm giác thanh lịch, tinh tế và dễ tạo thiện cảm.",Vải tổng hợp,Suông tay loe dài,"Bề mặt vải mềm vừa phải, dễ vận động và phù hợp với thiết kế có tính ứng dụng trong nhiều dịp khác nhau. Phần tay loe tạo độ mềm và giúp chuyển động của trang phục thêm uyển chuyển.","Dễ ứng dụng trong các dịp quan trọng như tiệc gia đình, lễ hội, trình diễn bộ sưu tập hoặc không gian mang tính truyền thống.",ACTIVE,false
Kỳ Sa,Hồng đậm,Áo dài Ngọc Nhu,"Áo dài Ngọc Nhu là thiết kế áo dài với dáng suông tay loe dài, cân bằng giữa vẻ truyền thống và cảm giác thanh khiết, trang nhã và cao cấp.",Vải tổng hợp,Suông tay loe dài,"Bề mặt vải mềm vừa phải, dễ vận động và phù hợp với thiết kế có tính ứng dụng trong nhiều dịp khác nhau. Phần tay loe tạo độ mềm và giúp chuyển động của trang phục thêm uyển chuyển.","Thích hợp khi tham dự sự kiện, chụp lookbook, đi lễ đầu năm hoặc các buổi tiệc cần phong thái thanh lịch và duyên dáng.",ACTIVE,false
Kỳ Sa,Xanh xám,Áo dài Phách Linh,"Áo dài Phách Linh thuộc bộ sưu tập Kỳ Sa, nổi bật với cùng phom suông tay loe dài, gợi vẻ thanh lịch, tinh tế và dễ tạo thiện cảm.",Vải tổng hợp,Suông tay loe dài,"Bề mặt vải mềm vừa phải, dễ vận động và phù hợp với thiết kế có tính ứng dụng trong nhiều dịp khác nhau. Phần tay loe tạo độ mềm và giúp chuyển động của trang phục thêm uyển chuyển.","Phù hợp cho dịp lễ, Tết, chụp ảnh nghệ thuật, sự kiện văn hóa hoặc những buổi gặp gỡ cần vẻ ngoài trang trọng.",ACTIVE,false
Kỳ Sa,Cam,Áo dài Sương Mai,"Áo dài Sương Mai thuộc bộ sưu tập Kỳ Sa, nổi bật với cùng phom suông tay loe dài, gợi vẻ sang trọng vừa đủ, phù hợp với tinh thần thời trang hiện đại.",Vải tổng hợp,Suông tay loe dài,"Chất liệu được chọn để giữ phom ổn định, tạo cảm giác dễ mặc và giúp tổng thể trang phục luôn chỉn chu. Phần tay loe tạo độ mềm và giúp chuyển động của trang phục thêm uyển chuyển.","Thích hợp khi tham dự sự kiện, chụp lookbook, đi lễ đầu năm hoặc các buổi tiệc cần phong thái thanh lịch và duyên dáng.",ACTIVE,false
Kỳ Sa,Hồng đỗ,Áo dài Thanh Kỳ,"Lấy cảm hứng từ tinh thần Kỳ Sa, Áo dài Thanh Kỳ mang , phom suông tay loe dài và nét đẹp sang trọng vừa đủ, phù hợp với tinh thần thời trang hiện đại.",Vải tổng hợp,Suông tay loe dài,"Chất liệu được chọn để giữ phom ổn định, tạo cảm giác dễ mặc và giúp tổng thể trang phục luôn chỉn chu. Phần tay loe tạo độ mềm và giúp chuyển động của trang phục thêm uyển chuyển.","Dễ ứng dụng trong các dịp quan trọng như tiệc gia đình, lễ hội, trình diễn bộ sưu tập hoặc không gian mang tính truyền thống.",ACTIVE,false
Kỳ Sa,Đỏ mận,Áo dài Tố Nhu,"Lấy cảm hứng từ tinh thần Kỳ Sa, Áo dài Tố Nhu mang , phom suông tay loe dài và nét đẹp nhẹ nhàng, trang nhã và có nét cuốn hút riêng.",Vải tổng hợp,Suông tay loe dài,"Chất liệu được chọn để giữ phom ổn định, tạo cảm giác dễ mặc và giúp tổng thể trang phục luôn chỉn chu. Phần tay loe tạo độ mềm và giúp chuyển động của trang phục thêm uyển chuyển.","Dễ ứng dụng trong các dịp quan trọng như tiệc gia đình, lễ hội, trình diễn bộ sưu tập hoặc không gian mang tính truyền thống.",ACTIVE,false
Kỳ Sa,Xanh cốm,Áo dài Vũ Nhiên,"Áo dài Vũ Nhiên thuộc bộ sưu tập Kỳ Sa, nổi bật với cùng phom suông tay loe dài, gợi vẻ nhẹ nhàng, trang nhã và có nét cuốn hút riêng.",Vải tổng hợp,Suông tay loe dài,"Chất liệu được chọn để giữ phom ổn định, tạo cảm giác dễ mặc và giúp tổng thể trang phục luôn chỉn chu. Phần tay loe tạo độ mềm và giúp chuyển động của trang phục thêm uyển chuyển.","Phù hợp cho dịp lễ, Tết, chụp ảnh nghệ thuật, sự kiện văn hóa hoặc những buổi gặp gỡ cần vẻ ngoài trang trọng.",ACTIVE,false
La Khê,Xanh ngọc,Chân Váy Lam Khanh,"Chân Váy Lam Khanh tạo điểm nhấn bằng phom chân váy xòe bồng, dễ phối cùng nhiều kiểu áo và mang vẻ thanh lịch, tinh tế và dễ tạo thiện cảm.",Lụa tổng hợp,Chân váy xòe bồng,"Lụa tạo cảm giác mềm mại trên da, hỗ trợ phom dáng rơi tự nhiên và dễ phối trong nhiều hoàn cảnh. Phom xòe tạo độ bồng nhẹ, làm tổng thể trở nên nữ tính và giàu chuyển động.","Phù hợp cho dạo phố, hẹn hò, tiệc nhẹ, chụp ảnh hoặc những dịp cần vẻ ngoài nữ tính và tinh tế.",ACTIVE,false
La Khê,Hồng,Yếm Dạ Thư,"Yếm Dạ Thư mang tinh thần La Khê với sắc hồng dịu, phom yếm tà dài hở lưng và nét đẹp thanh lịch, tinh tế và dễ tạo thiện cảm.",Lụa tổng hợp và Organza,Yếm tà dài hở lưng,"Organza tạo hiệu ứng lớp vải mỏng nhẹ, bắt sáng vừa phải và giúp phom dáng trở nên nổi bật hơn khi di chuyển.","Có thể sử dụng trong các buổi gặp gỡ cuối tuần, tiệc thân mật hoặc những không gian cần sự nhẹ nhàng nhưng vẫn nổi bật.",ACTIVE,false
La Khê,Xanh ngọc,Áo Lam Khanh,"Áo Lam Khanh mang tinh thần La Khê với gam xanh ngọc, phom yếm hở lưng và nét đẹp thanh lịch, tinh tế và dễ tạo thiện cảm.",Lụa tổng hợp,Yếm hở lưng,"Bề mặt lụa mịn, nhẹ và có độ bóng vừa phải, giúp thiết kế giữ được vẻ sang trọng mà không quá cầu kỳ.","Phù hợp cho dạo phố, hẹn hò, tiệc nhẹ, chụp ảnh hoặc những dịp cần vẻ ngoài nữ tính và tinh tế.",ACTIVE,false
La Khê,Xanh ngọc,Áo dài Ngọc Khê – Yên Hoàng,"Áo dài Ngọc Khê – Yên Hoàng thuộc bộ sưu tập La Khê, nổi bật với gam xanh ngọc cùng phom áo dài dáng suông tay loe dài, gợi vẻ êm dịu, nhẹ nhàng và có cảm giác an nhiên.",Lụa tổng hợp và Organza,Áo dài dáng suông tay loe dài,"Organza tạo hiệu ứng lớp vải mỏng nhẹ, bắt sáng vừa phải và giúp phom dáng trở nên nổi bật hơn khi di chuyển. Phần tay loe tạo độ mềm và giúp chuyển động của trang phục thêm uyển chuyển.","Phù hợp cho dịp lễ, Tết, chụp ảnh nghệ thuật, sự kiện văn hóa hoặc những buổi gặp gỡ cần vẻ ngoài trang trọng.",ACTIVE,false
La Khê,Xanh biển nhạt,Áo dài Thanh Khê – Yên Lam,"Áo dài Thanh Khê – Yên Lam thuộc bộ sưu tập La Khê, nổi bật với gam xanh biển nhạt cùng phom áo dài dáng suông tay loe dài, gợi vẻ êm dịu, nhẹ nhàng và có cảm giác an nhiên.",Lụa tổng hợp và Organza,Áo dài dáng suông tay loe dài,"Organza tạo hiệu ứng lớp vải mỏng nhẹ, bắt sáng vừa phải và giúp phom dáng trở nên nổi bật hơn khi di chuyển. Phần tay loe tạo độ mềm và giúp chuyển động của trang phục thêm uyển chuyển.","Dễ ứng dụng trong các dịp quan trọng như tiệc gia đình, lễ hội, trình diễn bộ sưu tập hoặc không gian mang tính truyền thống.",ACTIVE,false
La Khê,Hồng,Áo dài Tú Khê – Yên Như,"Lấy cảm hứng từ tinh thần La Khê, Áo dài Tú Khê – Yên Như mang sắc hồng dịu, phom áo dài dáng suông tay loe dài và nét đẹp êm dịu, nhẹ nhàng và có cảm giác an nhiên.",Lụa tổng hợp và Organza,Áo dài dáng suông tay loe dài,"Chất liệu Organza nhẹ, trong và có độ phồng tự nhiên, giúp trang phục giữ được vẻ bay bổng nhưng vẫn thanh lịch. Phần tay loe tạo độ mềm và giúp chuyển động của trang phục thêm uyển chuyển.","Thích hợp khi tham dự sự kiện, chụp lookbook, đi lễ đầu năm hoặc các buổi tiệc cần phong thái thanh lịch và duyên dáng.",ACTIVE,false
La Khê,Xanh cốm,Áo dài Vân Khê – Yên Hải,"Áo dài Vân Khê – Yên Hải là thiết kế áo dài gam xanh cốm với dáng áo dài dáng suông tay loe dài, cân bằng giữa vẻ truyền thống và cảm giác êm dịu, nhẹ nhàng và có cảm giác an nhiên.",Lụa tổng hợp và Organza,Áo dài dáng suông tay loe dài,"Chất liệu Organza nhẹ, trong và có độ phồng tự nhiên, giúp trang phục giữ được vẻ bay bổng nhưng vẫn thanh lịch. Phần tay loe tạo độ mềm và giúp chuyển động của trang phục thêm uyển chuyển.","Phù hợp cho dịp lễ, Tết, chụp ảnh nghệ thuật, sự kiện văn hóa hoặc những buổi gặp gỡ cần vẻ ngoài trang trọng.",ACTIVE,false
La Khê,Hồng sen,Đầm Uyên Đan,"Thiết kế Đầm Uyên Đan tạo ấn tượng nhẹ nhàng nhờ gam hồng sen, dáng đầm dài dáng cổ yếm và đường nét mềm mại.",Lụa tổng hợp,Đầm dài dáng cổ yếm,"Lụa tạo cảm giác mềm mại trên da, hỗ trợ phom dáng rơi tự nhiên và dễ phối trong nhiều hoàn cảnh.","Thích hợp cho những ngày muốn diện trang phục mềm mại, thanh lịch và có điểm nhấn riêng mà không quá cầu kỳ.",ACTIVE,false
Quý Chi,Xám bạc,Quần Đan Châu,"Với dáng , Quần Đan Châu giúp tổng thể trang phục gọn gàng, thoải mái và thanh lịch hơn.",Lụa tổng hợp,Dáng hiện đại dễ phối,"Chất liệu lụa mềm và rũ nhẹ giúp trang phục chuyển động uyển chuyển, đồng thời tạo cảm giác dễ chịu khi mặc lâu.","Phù hợp để hoàn thiện outfit theo hướng gọn gàng, thoải mái, đặc biệt khi kết hợp với các thiết kế áo mang tinh thần truyền thống.",ACTIVE,false
Quý Chi,Đỏ đậm,Quần Đan Cẩn,"Quần Đan Cẩn được thiết kế theo phom , mang tính ứng dụng cao và dễ phối cùng nhiều dáng áo.",Lụa tổng hợp,Dáng hiện đại dễ phối,"Chất liệu lụa mềm và rũ nhẹ giúp trang phục chuyển động uyển chuyển, đồng thời tạo cảm giác dễ chịu khi mặc lâu.","Phù hợp để hoàn thiện outfit theo hướng gọn gàng, thoải mái, đặc biệt khi kết hợp với các thiết kế áo mang tinh thần truyền thống.",ACTIVE,false
Quý Chi,Be,Quần Đan Vân,"Quần Đan Vân được thiết kế theo phom , mang tính ứng dụng cao và dễ phối cùng nhiều dáng áo.",Lụa tổng hợp,Suông tay loe dài,"Lụa tạo cảm giác mềm mại trên da, hỗ trợ phom dáng rơi tự nhiên và dễ phối trong nhiều hoàn cảnh.","Có thể sử dụng linh hoạt trong nhiều set đồ, từ trang phục đi chơi đến những dịp gặp gỡ cần vẻ ngoài thanh lịch.",ACTIVE,false
Quý Chi,Vàng,Set Hà Chi,"Thiết kế Set Hà Chi nổi bật ở dáng , phù hợp với phong cách thanh lịch, nhẹ nhàng và hiện đại.",Ren,Dáng suông thanh lịch,"Chất liệu ren đem lại cảm giác nhẹ nhàng, gợi cảm vừa đủ và làm tăng chiều sâu cho tổng thể thiết kế.","Dễ phối trong tủ đồ hằng ngày, đồng thời vẫn đủ chỉn chu cho những buổi gặp gỡ, dạo phố hoặc tiệc nhẹ.",ACTIVE,false
Quý Chi,Trắng,Set Hà Như,"Set Hà Như mang tinh thần Quý Chi với gam trắng, phom và nét đẹp nhẹ nhàng, trang nhã và có nét cuốn hút riêng.",Ren,Dáng hiện đại dễ phối,"Chất liệu ren đem lại cảm giác nhẹ nhàng, gợi cảm vừa đủ và làm tăng chiều sâu cho tổng thể thiết kế.","Phù hợp cho đi làm, đi chơi, gặp gỡ bạn bè hoặc các dịp cần outfit gọn gàng, tinh tế và dễ ứng dụng.",ACTIVE,false
Quý Chi,Tím,Áo Bách Đơn,"Áo Bách Đơn mang tinh thần Quý Chi với phom và nét đẹp thanh lịch, tinh tế và dễ tạo thiện cảm.",Lụa tổng hợp,Phom mềm rũ nhẹ,"Chất liệu lụa mềm và rũ nhẹ giúp trang phục chuyển động uyển chuyển, đồng thời tạo cảm giác dễ chịu khi mặc lâu.","Phù hợp cho đi làm, đi chơi, gặp gỡ bạn bè hoặc các dịp cần outfit gọn gàng, tinh tế và dễ ứng dụng.",ACTIVE,false
Quý Chi,Xanh xám,Áo Hồng Đơn,"Thiết kế Áo Hồng Đơn nổi bật ở dáng , phù hợp với phong cách thanh lịch, nhẹ nhàng và hiện đại.",Lụa tổng hợp,Suông tay ôm dài,"Bề mặt lụa mịn, nhẹ và có độ bóng vừa phải, giúp thiết kế giữ được vẻ sang trọng mà không quá cầu kỳ.","Dễ phối trong tủ đồ hằng ngày, đồng thời vẫn đủ chỉn chu cho những buổi gặp gỡ, dạo phố hoặc tiệc nhẹ.",ACTIVE,false
Quý Chi,Xám bạc,Áo Khuê Đơn,"Áo Khuê Đơn mang tinh thần Quý Chi với phom và nét đẹp thanh lịch, tinh tế và dễ tạo thiện cảm.",Lụa tổng hợp,Phom mềm rũ nhẹ,"Chất liệu lụa mềm và rũ nhẹ giúp trang phục chuyển động uyển chuyển, đồng thời tạo cảm giác dễ chịu khi mặc lâu.","Dễ phối trong tủ đồ hằng ngày, đồng thời vẫn đủ chỉn chu cho những buổi gặp gỡ, dạo phố hoặc tiệc nhẹ.",ACTIVE,false
Quý Chi,Kem,Áo Quý Chiêu,"Thiết kế Áo Quý Chiêu nổi bật ở dáng , phù hợp với phong cách thanh lịch, nhẹ nhàng và hiện đại.",Lụa tổng hợp,Suông tay loe dài,"Bề mặt lụa mịn, nhẹ và có độ bóng vừa phải, giúp thiết kế giữ được vẻ sang trọng mà không quá cầu kỳ.","Dễ phối trong tủ đồ hằng ngày, đồng thời vẫn đủ chỉn chu cho những buổi gặp gỡ, dạo phố hoặc tiệc nhẹ.",ACTIVE,false
Quý Chi,Đỏ,Áo Quý Châu,"Thiết kế Áo Quý Châu nổi bật ở dáng , phù hợp với phong cách thanh lịch, nhẹ nhàng và hiện đại.",Lụa tổng hợp,Suông tay loe dài,"Chất liệu lụa mềm và rũ nhẹ giúp trang phục chuyển động uyển chuyển, đồng thời tạo cảm giác dễ chịu khi mặc lâu.","Phù hợp cho đi làm, đi chơi, gặp gỡ bạn bè hoặc các dịp cần outfit gọn gàng, tinh tế và dễ ứng dụng.",ACTIVE,false
Quý Chi,Vàng,Áo Quý Kim,"Thiết kế Áo Quý Kim nổi bật ở dáng , phù hợp với phong cách thanh lịch, nhẹ nhàng và hiện đại.",Lụa tổng hợp,Suông tay loe dài,"Lụa tạo cảm giác mềm mại trên da, hỗ trợ phom dáng rơi tự nhiên và dễ phối trong nhiều hoàn cảnh.","Phù hợp cho đi làm, đi chơi, gặp gỡ bạn bè hoặc các dịp cần outfit gọn gàng, tinh tế và dễ ứng dụng.",ACTIVE,false
Quý Chi,Xanh ngọc,Áo Quý Lam,"Thiết kế Áo Quý Lam nổi bật ở dáng , phù hợp với phong cách thanh lịch, nhẹ nhàng và hiện đại.",Lụa tổng hợp,Suông tay loe dài,"Lụa tạo cảm giác mềm mại trên da, hỗ trợ phom dáng rơi tự nhiên và dễ phối trong nhiều hoàn cảnh.","Phù hợp cho đi làm, đi chơi, gặp gỡ bạn bè hoặc các dịp cần outfit gọn gàng, tinh tế và dễ ứng dụng.",ACTIVE,false
Quý Chi,Tím,Áo Quý Như,"Thiết kế Áo Quý Như nổi bật ở dáng , phù hợp với phong cách thanh lịch, nhẹ nhàng và hiện đại.",Lụa tổng hợp,Suông tay loe dài,"Bề mặt lụa mịn, nhẹ và có độ bóng vừa phải, giúp thiết kế giữ được vẻ sang trọng mà không quá cầu kỳ.","Dễ phối trong tủ đồ hằng ngày, đồng thời vẫn đủ chỉn chu cho những buổi gặp gỡ, dạo phố hoặc tiệc nhẹ.",ACTIVE,false
Quý Chi,Trắng,Áo Quý Sa,"Áo Quý Sa mang tinh thần Quý Chi với gam trắng, phom và nét đẹp thanh lịch, tinh tế và dễ tạo thiện cảm.",Lụa tổng hợp,Suông tay loe dài,"Bề mặt lụa mịn, nhẹ và có độ bóng vừa phải, giúp thiết kế giữ được vẻ sang trọng mà không quá cầu kỳ.","Dễ phối trong tủ đồ hằng ngày, đồng thời vẫn đủ chỉn chu cho những buổi gặp gỡ, dạo phố hoặc tiệc nhẹ.",ACTIVE,false
